SRL #,Date -Sampled-,Sample Site,Shellfish -code-,Mod-PSP Median,PSP -ug/100 g-,County,Sample Type,Species,Latitude,Longitude
M14P00370,4/2/14,"Salt Point State Park, north",MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.57008,-123.336135
M14P00373,4/2/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P00379,4/4/14,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00380,4/8/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00381,4/7/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00386,4/8/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00387,4/8/14,"Drakes Estero, Bed #38",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06,-122.92699
M14P00388,4/8/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00389,4/8/14,"Drakes Estero, Channel Buoy",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00392,4/7/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00393,4/7/14,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M14P00395,4/10/14,"Monterey Bay, Commercial Wharf",MUSW,n,,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M14P00400,4/9/14,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00403,4/9/14,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M14P00404,4/9/14,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M14P00405,4/14/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00406,4/14/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00411,4/15/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00412,4/15/14,"Drakes Estero, Bed #41",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0597,-122.92846
M14P00413,4/15/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00414,4/15/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00415,4/16/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00420,4/16/14,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00421,4/19/14,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M14P00426,4/21/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00427,4/21/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00429,4/22/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00430,4/22/14,"Drakes Estero, Bed #41",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0597,-122.92846
M14P00431,4/22/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00432,4/22/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00437,4/24/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00438,4/23/14,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00445,4/22/14,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M14P00446,4/22/14,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M14P00456,4/25/14,"Moss Landing, Sandholdt Bridge",MUBW,n,,Monterey,"Bay Mussel, wild",Mytilus gallo/trossulus/edulis,36.799937,-121.787602
M14P00458,4/28/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00459,4/28/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00464,4/29/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00465,4/29/14,"Drakes Estero, Bed #9",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06243,-122.9398
M14P00466,4/29/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00467,4/29/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00469,4/25/14,"Stinson Beach, Red Rock Beach",MUSW,n,,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M14P00470,4/29/14,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M14P00471,5/1/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00472,4/19/14,"Shell Beach, Sonoma",MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.421107,-123.113218
M14P00475,5/5/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P00476,5/5/14,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M14P00478,5/4/14,"Mussel Rock, San Mateo",MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.66728,-122.497403
M14P00479,4/30/14,Santa Cruz Wharf,MUSS,<,34,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00485,5/5/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00486,5/6/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00488,5/4/14,China Beach,MUSW,n,,San Francisco,"Sea Mussel, wild",Mytilus californianus,37.787573,-122.494628
M14P00491,5/6/14,"Drakes Estero, Bed #9",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06243,-122.9398
M14P00492,5/6/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00493,5/6/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00494,5/6/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00495,5/5/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00497,5/6/14,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M14P00498,5/6/14,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M14P00506,5/12/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00507,5/12/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00508,5/13/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00509,5/13/14,"Drakes Estero, Bed #8",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06649,-122.93871
M14P00510,5/13/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00511,5/13/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00516,5/13/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00522,5/15/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P00523,5/7/14,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00524,5/14/14,Santa Cruz Wharf,MUSS,n,,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00525,5/19/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00535,5/20/14,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M14P00536,5/20/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00537,5/20/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00538,5/20/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00539,5/20/14,"Drakes Estero, Bed #41",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0597,-122.92846
M14P00540,5/19/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00541,5/19/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00549,5/21/14,"Monterey Bay, Commercial Wharf",MUSW,<,37,Monterey,"Sea Mussel, wild",Mytilus californianus,36.605724,-121.889411
M14P00550,5/20/14,Pillar Point,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M14P00551,5/20/14,Pescadero State Beach,MUSW,n,,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M14P00556,5/26/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00557,5/26/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00558,5/27/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00559,5/27/14,"Drakes Estero, Bed #4",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.07153,-122.93551
M14P00560,5/27/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00561,5/27/14,"Drakes Estero, Bed #12-M",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00575,5/29/14,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M14P00576,5/29/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P00577,5/29/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00578,5/23/14,Santa Cruz Wharf,MUSS,<,36,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00579,5/28/14,Santa Cruz Wharf,MUSS,,37,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00586,6/2/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00587,6/2/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00590,6/3/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00591,6/3/14,"Drakes Estero, Bed #38",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06,-122.92699
M14P00592,6/3/14,"Drakes Estero, Channel Buoy",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00593,6/3/14,"Drakes Estero, Bed #12-M",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00596,6/3/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00597,6/2/14,Pescadero State Beach,MUSW,,42,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M14P00600,6/5/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P00601,6/4/14,Santa Cruz Wharf,MUSS,,42,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00604,6/8/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00611,6/9/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00612,6/9/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00623,6/12/14,"Drakes Estero, Channel Buoy",MUSS,,48,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00624,6/12/14,"Drakes Estero, Bed #12-M",MUSS,,38,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00626,6/11/14,Santa Cruz Wharf,MUSS,,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00632,6/17/14,"Drakes Estero, Bed #12-O",OYPC,<,36,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00633,6/17/14,"Drakes Estero, Bed #39",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.05932,-122.92542
M14P00634,6/17/14,"Drakes Estero, Bed #12-M",MUSS,,39,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00635,6/17/14,"Drakes Estero, Channel Buoy",MUSS,,44,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00636,6/17/14,Kehoe Beach,MUSW,,37,Marin,"Sea Mussel, wild",Mytilus californianus,38.158269,-122.950777
M14P00637,6/17/14,"Drakes Bay, Chimney Rock LBS",MUSS,n,,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M14P00638,6/16/14,"Tomales Bay, Lease #M430-06-M",MUBC,<,36,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00639,6/16/14,"Tomales Bay, Lease #M430-15-M",MUBC,,42,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00640,6/15/14,"Santa Cruz, Four Mile Beach",MUSW,n,,Santa Cruz,"Sea Mussel, wild",Mytilus californianus,36.964055,-122.123653
M14P00641,6/17/14,Rodeo Beach,MUSW,<,36,Marin,"Sea Mussel, wild",Mytilus californianus,37.82797,-122.53495
M14P00642,6/14/14,"Mussel Rock, San Mateo",MUSW,<,37,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.66728,-122.497403
M14P00645,6/16/14,Pescadero State Beach,MUSW,,38,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
M14P00646,6/16/14,Pillar Point,MUSW,<,37,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M14P00649,6/17/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00656,6/18/14,"Tomales Bay, Lawson's Landing",MUSW,<,35,Marin,"Sea Mussel, wild",Mytilus californianus,38.231233,-122.968118
M14P00659,6/19/14,"Tomales Bay, Lease #M430-15-M",MUBC,,34,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00660,6/19/14,Schoolhouse Beach,MUSW,n,,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M14P00661,6/19/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P00662,6/18/14,Santa Cruz Wharf,MUSS,<,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00671,6/24/14,"Tomales Bay, Lease #M430-04",OYPC,<,36,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00672,6/23/14,"Tomales Bay, Lease #M430-06-M",MUBC,<,36,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00673,6/23/14,"Tomales Bay, Lease #M430-06-O",OYPC,<,35,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.139,-122.8783
M14P00674,6/23/14,"Tomales Bay, Lease #M430-15-M",MUBC,<,34,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00675,6/24/14,"Drakes Estero, Bed #12-O",OYPC,<,36,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00676,6/24/14,"Drakes Estero, Bed #9",OYPC,<,36,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06243,-122.9398
M14P00677,6/24/14,"Drakes Estero, Channel Buoy",MUSS,,57,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00678,6/24/14,"Drakes Estero, Bed #12-M",MUSS,,45,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00687,6/25/14,Santa Cruz Wharf,MUSS,,37,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00691,6/30/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00699,6/30/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00700,6/29/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00701,7/1/14,"Drakes Estero, Bed #12-O",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00702,7/1/14,"Drakes Estero, Bed #8",OYPC,<,35,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06649,-122.93871
M14P00703,7/1/14,"Drakes Estero, Channel Buoy",MUSS,,49,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00704,7/1/14,"Drakes Estero, Bed #12-M",MUSS,<,34,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00714,7/2/14,"Drakes Bay, Chimney Rock LBS",MUSS,,169,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M14P00716,7/3/14,"Bodega Harbor, USCG Dock",MUSS,n,,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P00717,7/7/14,"Tomales Bay, Lease #M430-04",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00723,7/2/14,Santa Cruz Wharf,MUSS,<,35,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00725,7/7/14,"Tomales Bay, Lease #M430-06-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00726,7/7/14,"Tomales Bay, Lease #M430-15-M",MUBC,n,,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00728,7/8/14,"Drakes Estero, Channel Buoy",MUSS,,1127,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00729,7/8/14,"Drakes Estero, Bed #12-O",OYPC,,136,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00730,7/8/14,"Drakes Estero, Bed #38",OYPC,,45,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.06,-122.92699
M14P00731,7/8/14,"Drakes Estero, Bed #12-M",MUSS,,681,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00734,7/10/14,"Drakes Estero, Bed #12-O",OYPC,,378,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00735,7/10/14,"Drakes Estero, Bed #33",OYPC,<,34,Marin,"Pacific Oyster, cultured",Crassostrea gigas,,
M14P00736,7/10/14,"Drakes Estero, Bed #34",OYPC,,37,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.07563,-122.93822
M14P00737,7/10/14,"Drakes Estero, Bed #12-M",MUSS,,804,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00738,7/10/14,"Drakes Estero, Channel Buoy",MUSS,,1235,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00739,7/9/14,"Drakes Bay, Chimney Rock LBS",MUSS,,1385,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M14P00740,7/9/14,Santa Cruz Wharf,MUSS,,37,Santa Cruz,"Sea Mussel, Sentinel",Mytilus californianus,36.957391,-122.017638
M14P00742,7/14/14,"Drakes Estero, Bed #1",OYPC,,34,Marin,"Pacific Oyster, cultured",Crassostrea gigas,,
M14P00743,7/14/14,"Drakes Estero, Bed #12-O",OYPC,,45,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.0591,-122.9405
M14P00744,7/14/14,"Drakes Estero, Bed #33",OYPC,<,36,Marin,"Pacific Oyster, cultured",Crassostrea gigas,,
M14P00745,7/14/14,"Drakes Estero, Bed #34",OYPC,,279,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.07563,-122.93822
M14P00746,7/14/14,"Drakes Estero, Bed #12-M",MUSS,,853,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.0591,-122.9405
M14P00747,7/14/14,"Drakes Estero, Channel Buoy",MUSS,,1332,Marin,"Sea Mussel, Sentinel",Mytilus californianus,38.046206,-122.939838
M14P00748,7/14/14,"Tomales Bay, Lease #M430-04",OYPC,,50,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00749,7/14/14,"Drakes Bay, Chimney Rock LBS",MUSS,,2134,Marin,"Sea Mussel, Sentinel",Mytilus californianus,37.994808,-122.973274
M14P00756,7/14/14,"Tomales Bay, Lease #M430-06-M",MUBC,<,37,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.139,-122.8783
M14P00757,7/14/14,"Tomales Bay, Lease #M430-15-M",MUBC,,46,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00758,7/15/14,"Tomales Bay, Lease #M430-04",OYPC,<,37,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.2105,-122.9396
M14P00765,7/16/14,"Tomales Bay, Lease #M430-14",OYPC,n,,Marin,"Pacific Oyster, cultured",Crassostrea gigas,38.174389,-122.906899
M14P00766,7/10/14,"Stinson Beach, Red Rock Beach",MUSW,,136,Marin,"Sea Mussel, wild",Mytilus californianus,37.888778,-122.633123
M14P00767,7/16/14,"Bodega Harbor, USCG Dock",MUSS,,440,Sonoma,"Sea Mussel, Sentinel",Mytilus californianus,38.3127654,-123.051303
M14P00768,7/16/14,Schoolhouse Beach,MUSW,,744,Sonoma,"Sea Mussel, wild",Mytilus californianus,38.375,-123.079084
M14P00769,7/16/14,"Tomales Bay, Lease #M430-15-M",MUBC,,43,Marin,"Bay Mussel, cultured",Mytilus galloprovincialis,38.2176,-122.9437
M14P00773,7/16/14,"Tomales Bay, Lawson's Landing",MUSW,,72,Marin,"Sea Mussel, wild",Mytilus californianus,38.231233,-122.968118
M14P00782,7/16/14,Pillar Point,MUSW,<,35,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.4958,-122.49721
M14P00783,7/16/14,Pescadero State Beach,MUSW,<,36,San Mateo,"Sea Mussel, wild",Mytilus californianus,37.267295,-122.411721
